sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,full_context_zh,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context_zh,qa_zh,evidence_context,qa
EV001,high,Easy,"Full context:
[S0] one day the whole fish tribe came back very tired from a hunting expedition , and looked about for a nice , cool spot in which to pitch their camp .
[S1] it was very hot , and they thought that they could not find a more comfortable place than under the branches of a large tree which grew by the bank of a river .
[S2] so they made their fire to cook some food , right on the edge of a steep bank , which had a deep pool of water lying beneath it at the bottom .
[S3] while the food was cooking they all stretched themselves lazily out under the tree , and were just dropping off to sleep when a big black cloud which they had never noticed spread over the sun , and heavy drops of rain began to fall , so that the fire was almost put out , and that , you know , is a very serious thing in savage countries where they have no matches , for it is very hard to light it again .
[S4] to make matters worse , an icy wind began to blow , and the poor fishes were chilled right through their bodies .
[S5] ' this will never do , ' said thuggai , the oldest of the fish tribe .
[S6] ' we shall die of cold unless we can light the fire again , ' and he bade his sons rub two sticks together in the hope of kindling a flame , but though they rubbed till they were tired , not a spark could they produce .

QA:
Q: what did the fish tribe do after they came back from hunting expedition ?
A: looked about for a nice , cool spot .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,a-fish-story,0,action,local,explicit,"[S0] one day the whole fish tribe came back very tired from a hunting expedition , and looked about for a nice , cool spot in which to pitch their camp .
[S1] it was very hot , and they thought that they could not find a more comfortable place than under the branches of a large tree which grew by the bank of a river .
[S2] so they made their fire to cook some food , right on the edge of a steep bank , which had a deep pool of water lying beneath it at the bottom .
[S3] while the food was cooking they all stretched themselves lazily out under the tree , and were just dropping off to sleep when a big black cloud which they had never noticed spread over the sun , and heavy drops of rain began to fall , so that the fire was almost put out , and that , you know , is a very serious thing in savage countries where they have no matches , for it is very hard to light it again .
[S4] to make matters worse , an icy wind began to blow , and the poor fishes were chilled right through their bodies .
[S5] ' this will never do , ' said thuggai , the oldest of the fish tribe .
[S6] ' we shall die of cold unless we can light the fire again , ' and he bade his sons rub two sticks together in the hope of kindling a flame , but though they rubbed till they were tired , not a spark could they produce .","[S0] 有一天，整个鱼族狩猎归来非常疲惫，寻找着一处阴凉舒适的地方来搭建营地。
[S1] 天气非常炎热，他们认为在河边一棵大树下的树荫处是最舒适的地方。
[S2] 于是他们在陡峭河岸的边缘生火做饭，下方是一个深水潭。
[S3] 食物在烹饪时，他们全都懒洋洋地躺在树下，正要入睡时，一片从未注意到的大乌云遮住了太阳，大雨倾盆而下，火几乎被浇灭——在未开化的国度里这是非常严重的事，因为他们没有火柴，很难重新生火。
[S4] 更糟的是，一阵刺骨的寒风吹来，可怜的鱼群浑身发冷。
[S5] '这样不行，'鱼族最年长的图盖说。
[S6] '除非能重新生火，否则我们会冻死。'他让儿子们摩擦两根木棍试图生火，但尽管擦到筋疲力尽，连一点火星都没产生。",,Easy,[0],yes,,[S0] 有一天，整个鱼族狩猎归来非常疲惫，寻找着一处阴凉舒适的地方来搭建营地。,"Q: 鱼族狩猎归来后做了什么？
A: 寻找一处阴凉舒适的地方。","[S0] one day the whole fish tribe came back very tired from a hunting expedition , and looked about for a nice , cool spot in which to pitch their camp .","Q: what did the fish tribe do after they came back from hunting expedition ?
A: looked about for a nice , cool spot ."
EV002,high,Easy,"Full context:
[S0] he then drew from his sack a curiously - wrought antique pipe , and having filled it with tobacco , rendered mild by an admixture of certain dried leaves , he handed it to his guest .
[S1] when this ceremony was attended to , they began to speak .
[S2] "" i blow my breath , "" said the old man , "" and the streams stand still . ""
[S3] "" the water becomes stiff and hard as clear stone . ""
[S4] "" i breathe , "" said the young man , "" and flowers spring up all over the plains . ""
[S5] "" i shake my locks , "" retorted the old man , "" and snow covers the land . ""
[S6] "" the leaves fall from the trees at my command , and my breath blows them away . ""
[S7] "" the birds rise from the water and fly to a distant land . ""
[S8] "" the animals hide themselves from the glance of my eye , and the very ground where i walk becomes as hard as flint . ""
[S9] "" i shake my ringlets , "" rejoined the young man , "" and warm showers of soft rain fall upon the earth . ""
[S10] "" the plants lift up their heads out of the ground like the eyes of children glistening with delight . ""
[S11] "" my voice recalls the birds . ""
[S12] "" the warmth of my breath unlocks the streams . ""
[S13] "" music fills the groves wherever i walk , and all nature welcomes my approach . ""

QA:
Q: what happened after the young man breathed ?
A: flowers sprang up all over the plains .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-winter-spirit-and-his-visitor,1,outcome resolution,local,explicit,"[S0] he then drew from his sack a curiously - wrought antique pipe , and having filled it with tobacco , rendered mild by an admixture of certain dried leaves , he handed it to his guest .
[S1] when this ceremony was attended to , they began to speak .
[S2] "" i blow my breath , "" said the old man , "" and the streams stand still . ""
[S3] "" the water becomes stiff and hard as clear stone . ""
[S4] "" i breathe , "" said the young man , "" and flowers spring up all over the plains . ""
[S5] "" i shake my locks , "" retorted the old man , "" and snow covers the land . ""
[S6] "" the leaves fall from the trees at my command , and my breath blows them away . ""
[S7] "" the birds rise from the water and fly to a distant land . ""
[S8] "" the animals hide themselves from the glance of my eye , and the very ground where i walk becomes as hard as flint . ""
[S9] "" i shake my ringlets , "" rejoined the young man , "" and warm showers of soft rain fall upon the earth . ""
[S10] "" the plants lift up their heads out of the ground like the eyes of children glistening with delight . ""
[S11] "" my voice recalls the birds . ""
[S12] "" the warmth of my breath unlocks the streams . ""
[S13] "" music fills the groves wherever i walk , and all nature welcomes my approach . ""","[S0] 他从袋中取出一支工艺奇特的古董烟斗，填上掺了干叶的温和烟草，递给客人。
[S1] 完成这个仪式后，他们开始交谈。
[S2] ""我吹气，""老人说，""溪流便静止不动。""
[S3] ""水变得像透明石头般坚硬。""
[S4] ""我呼吸，""年轻人说，""平原上便开满鲜花。""
[S5] ""我抖动头发，""老人反驳道，""白雪便覆盖大地。""
[S6] ""我一声令下，树叶从树上掉落，我的气息将它们吹散。""
[S7] ""鸟儿从水面飞向遥远的国度。""
[S8] ""动物们躲避我的目光，我踏足的土地坚硬如燧石。""
[S9] ""我摇晃卷发，""年轻人回应，""温暖的细雨便滋润大地。""
[S10] ""植物从土中抬头，像孩子们闪亮的眼睛。""
[S11] ""我的声音唤回飞鸟。""
[S12] ""我呼吸的温暖解冻溪流。""
[S13] ""我所经之处，树林充满音乐，万物欢迎我的到来。""",,Easy,[4],yes,,"[S4] ""我呼吸，""年轻人说，""平原上便开满鲜花。""","Q: 年轻人呼吸后发生了什么？
A: 平原上开满鲜花。","[S4] "" i breathe , "" said the young man , "" and flowers spring up all over the plains . ""","Q: what happened after the young man breathed ?
A: flowers sprang up all over the plains ."
EV003,high,Easy,"Full context:
[S0] in an instant the revelry ceased , and the fairies , with cries of alarm , crowded together and rushed towards the crag , dragging the countryman along in their midst .
[S1] as they reached the rock , a mysterious door , which he never remembered having seen before , opened in it of its own accord , and shut again with a crash as soon as the fairy host had all trooped through .
[S2] the door led into a large , dimly lighted hall full of tiny couches .
[S3] here the little folk sank to rest , tired out with their exertions , while the good man sat down on a piece of rock in the corner , wondering what would happen next .
[S4] but there seemed to be some kind of spell thrown over his senses .
[S5] even when the fairies awoke and began to go about their household occupations , and to carry out certain curious practices which he had never seen before , and which , as you will hear , he was forbidden to speak of afterwards , he was content to sit and watch them , without in any way attempting to escape .

QA:
Q: what did the poor man do after he went through the door ?
A: sat down on a piece of rock in the corner , wondering what would happen next .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-fairies-of-merlin-crag,2,action,local,explicit,"[S0] in an instant the revelry ceased , and the fairies , with cries of alarm , crowded together and rushed towards the crag , dragging the countryman along in their midst .
[S1] as they reached the rock , a mysterious door , which he never remembered having seen before , opened in it of its own accord , and shut again with a crash as soon as the fairy host had all trooped through .
[S2] the door led into a large , dimly lighted hall full of tiny couches .
[S3] here the little folk sank to rest , tired out with their exertions , while the good man sat down on a piece of rock in the corner , wondering what would happen next .
[S4] but there seemed to be some kind of spell thrown over his senses .
[S5] even when the fairies awoke and began to go about their household occupations , and to carry out certain curious practices which he had never seen before , and which , as you will hear , he was forbidden to speak of afterwards , he was content to sit and watch them , without in any way attempting to escape .","[S0] 狂欢瞬间停止，精灵们惊慌地挤作一团冲向岩壁，拖着农夫一起。
[S1] 到达岩石时，一道他从未见过的神秘门自动打开，等所有精灵涌入后又轰然关闭。
[S2] 门内是个昏暗的大厅，摆满小床。
[S3] 小精灵们筋疲力尽地沉沉睡去，而善良的农夫坐在角落的石块上，思索接下来会发生什么。
[S4] 但他的感官似乎被某种咒语控制。
[S5] 即使精灵们醒来开始家务劳作，进行某些他从未见过的奇特仪式（后来他被禁止提及），他也只是静静观察，毫无逃脱之意。",,Easy,[3],yes,,[S3] 小精灵们筋疲力尽地沉沉睡去，而善良的农夫坐在角落的石块上，思索接下来会发生什么。,"Q: 农夫穿门而入后做了什么？
A: 坐在角落的石块上，思索接下来会发生什么。","[S3] here the little folk sank to rest , tired out with their exertions , while the good man sat down on a piece of rock in the corner , wondering what would happen next .","Q: what did the poor man do after he went through the door ?
A: sat down on a piece of rock in the corner , wondering what would happen next ."
EV004,high,Easy,"Full context:
[S0] finn , bearing the head , passed through the sleepers into the palace and spiked the head on his own spear , and drove the spear - end into the ground at conn 's end of the great hall .
[S1] then the sickness and faintness of death came upon finn , also a great horror and despair overshadowed him , so that he was about to give himself up for utterly lost .
[S2] yet he recalled one of his marvellous attributes , and approaching a silver vessel , into which pure water ever flowed and which was always full , he made a cup with his two hands and , lifting it to his mouth , drank , and the blood began to circulate in his veins , and strength returned to his limbs , and the cheerful hue of rosy health to his cheeks .
[S3] having rested himself sufficiently he went forth and shouted to the sleeping host , and called the captains by their names , beginning with conn .
[S4] they awoke and rose up , though dazed and stupid , for it was difficult for any man , no matter how he had stopped his ears , to avoid hearing finn when he sent forth his voice of power .

QA:
Q: how did strength return to finn ?
A: he recalled one of his marvellous attributes , and approaching a silver vessel , he made a cup with his two hands and , lifting it to his mouth , drank .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-coming-of-finn,3,action,local,explicit,"[S0] finn , bearing the head , passed through the sleepers into the palace and spiked the head on his own spear , and drove the spear - end into the ground at conn 's end of the great hall .
[S1] then the sickness and faintness of death came upon finn , also a great horror and despair overshadowed him , so that he was about to give himself up for utterly lost .
[S2] yet he recalled one of his marvellous attributes , and approaching a silver vessel , into which pure water ever flowed and which was always full , he made a cup with his two hands and , lifting it to his mouth , drank , and the blood began to circulate in his veins , and strength returned to his limbs , and the cheerful hue of rosy health to his cheeks .
[S3] having rested himself sufficiently he went forth and shouted to the sleeping host , and called the captains by their names , beginning with conn .
[S4] they awoke and rose up , though dazed and stupid , for it was difficult for any man , no matter how he had stopped his ears , to avoid hearing finn when he sent forth his voice of power .","[S0] 芬恩带着头颅穿过沉睡者进入宫殿，将头颅插在自己的矛上，把矛固定在康恩所在的大厅尽头。
[S1] 随后死亡的虚弱与眩晕袭来，巨大的恐惧与绝望笼罩着他，使他几乎放弃希望。
[S2] 但他想起自己的一项神奇能力，走近一个永远流淌纯净水且始终满溢的银器，双手捧水饮下，血液开始在血管中流动，力量重回四肢，脸颊也恢复健康的红润。
[S3] 充分休息后，他走出去对沉睡的军队呐喊，逐个呼唤将领的名字，从康恩开始。
[S4] 他们醒来起身，虽然昏沉迟钝——因为当芬恩发出力量之声时，任何人无论怎样塞住耳朵都难以避免听见。",,Easy,[2],yes,,[S2] 但他想起自己的一项神奇能力，走近一个永远流淌纯净水且始终满溢的银器，双手捧水饮下，血液开始在血管中流动，力量重回四肢，脸颊也恢复健康的红润。,"Q: 芬恩如何恢复体力？
A: 他想起自己的一项神奇能力，走近一个银器，双手捧水饮下。","[S2] yet he recalled one of his marvellous attributes , and approaching a silver vessel , into which pure water ever flowed and which was always full , he made a cup with his two hands and , lifting it to his mouth , drank , and the blood began to circulate in his veins , and strength returned to his limbs , and the cheerful hue of rosy health to his cheeks .","Q: how did strength return to finn ?
A: he recalled one of his marvellous attributes , and approaching a silver vessel , he made a cup with his two hands and , lifting it to his mouth , drank ."
EV005,high,Easy,"Full context:
[S0] the woodcutter , for such he seemed to be by his dress , marveled at all he saw , and said to himself : "" this is no ordinary child . ""
[S1] "" whose son can he be ? ""
[S2] "" i will find out before this day is done . ""
[S3] he hastened after the strange party and crossed the bridge behind them .
[S4] kintaro knew nothing of all this , and little guessed that he was being followed .
[S5] on reaching the other side of the river he and the animals separated , they to their lairs in the woods and he to his mother , who was waiting for him .
[S6] "" oh , mother , "" said kintaro , "" do n't you know that i am the strongest ? ""
[S7] "" there was no need for me to wrestle with any of them . ""
[S8] "" but next to you then , who is the strongest ? ""
[S9] "" the bear comes next to me in strength , "" answered kintaro .
[S10] "" and after the bear ? "" asked his mother again .
[S11] "" next to the bear it is not easy to say which is the strongest , for the deer , the monkey , and the hare all seem to be as strong as each other , "" said kintaro .
[S12] suddenly kintaro and his mother were startled by a voice from outside .
[S13] "" listen to me , little boy ! ""
[S14] "" next time you go , take this old man with you to the wrestling match . ""
[S15] "" he would like to join the sport too ! ""

QA:
Q: who will the voice from outside be ?
A: the woodcutter .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,adventures-of-kintaro-golden-boy,4,character,summary,explicit,"[S0] the woodcutter , for such he seemed to be by his dress , marveled at all he saw , and said to himself : "" this is no ordinary child . ""
[S1] "" whose son can he be ? ""
[S2] "" i will find out before this day is done . ""
[S3] he hastened after the strange party and crossed the bridge behind them .
[S4] kintaro knew nothing of all this , and little guessed that he was being followed .
[S5] on reaching the other side of the river he and the animals separated , they to their lairs in the woods and he to his mother , who was waiting for him .
[S6] "" oh , mother , "" said kintaro , "" do n't you know that i am the strongest ? ""
[S7] "" there was no need for me to wrestle with any of them . ""
[S8] "" but next to you then , who is the strongest ? ""
[S9] "" the bear comes next to me in strength , "" answered kintaro .
[S10] "" and after the bear ? "" asked his mother again .
[S11] "" next to the bear it is not easy to say which is the strongest , for the deer , the monkey , and the hare all seem to be as strong as each other , "" said kintaro .
[S12] suddenly kintaro and his mother were startled by a voice from outside .
[S13] "" listen to me , little boy ! ""
[S14] "" next time you go , take this old man with you to the wrestling match . ""
[S15] "" he would like to join the sport too ! ""","[S0] 从衣着看是樵夫的男子对所见一切感到惊奇，自言自语：""这不是普通的孩子。""
[S1] ""他究竟是谁的儿子？""
[S2] ""今天之内我要弄清楚。""
[S3] 他急忙跟上这群奇怪的队伍过桥。
[S4] 金太郎毫不知情，没想到自己被跟踪。
[S5] 过河后他与动物们分别，它们回森林巢穴，他回到等待的母亲身边。
[S6] ""母亲，""金太郎说，""您知道我是最强的吗？""
[S7] ""我根本不需要和它们比试。""
[S8] ""那你之后谁最强？""母亲问。
[S9] ""熊的力量仅次于我，""金太郎回答。
[S10] ""熊之后呢？""母亲又问。
[S11] ""熊之后很难说，鹿、猴子和野兔似乎不相上下，""金太郎说。
[S12] 突然，外面的声音惊动了母子。
[S13] ""听着，孩子！""
[S14] ""下次摔跤比赛带上我这个老头子。""
[S15] ""我也想参加！""",,Easy,[0],yes,,"[S0] 从衣着看是樵夫的男子对所见一切感到惊奇，自言自语：""这不是普通的孩子。""","Q: 外面的声音会是谁？
A: 樵夫。","[S0] the woodcutter , for such he seemed to be by his dress , marveled at all he saw , and said to himself : "" this is no ordinary child . ""","Q: who will the voice from outside be ?
A: the woodcutter ."
EV006,high,Easy,"Full context:
[S0] "" in heaven 's name , what has happened here ? "" he asked , as he looked around .
[S1] all the silverware was still on the table , but all the tasty dishes had turned to moss and toadstools , and frogs and toads and the like .
[S2] "" what does it all mean ? "" said he .
[S3] "" you are sitting here in all your glory , just like a bride ? ""
[S4] "" how can you ask me ? "" answered the maiden .
[S5] "" you have been sitting here yourself , and talking about our wedding the whole afternoon ! ""
[S6] "" no , i have just come , "" said he .
[S7] "" it must have been some one else who had taken my shape ! ""

QA:
Q: how did the groom know it must have been someone else who had taken his shape ?
A: he had just come .",[6],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,troll-wedding,5,action,local,explicit,"[S0] "" in heaven 's name , what has happened here ? "" he asked , as he looked around .
[S1] all the silverware was still on the table , but all the tasty dishes had turned to moss and toadstools , and frogs and toads and the like .
[S2] "" what does it all mean ? "" said he .
[S3] "" you are sitting here in all your glory , just like a bride ? ""
[S4] "" how can you ask me ? "" answered the maiden .
[S5] "" you have been sitting here yourself , and talking about our wedding the whole afternoon ! ""
[S6] "" no , i have just come , "" said he .
[S7] "" it must have been some one else who had taken my shape ! ""","[S0] ""天啊，这里发生了什么？""他环顾四周问道。
[S1] 银器仍在桌上，但美味菜肴都变成了苔藓、毒菌和蟾蜍之类。
[S2] ""这是什么意思？""他说，""你盛装坐在这里像个新娘？""
[S3] ""你怎么还问我？""少女回答，""整个下午你都坐在这里谈论我们的婚礼！""
[S4] ""不，我刚到，""他说。
[S5] ""肯定是有人冒充了我的样子！""",,Easy,[6],yes,,"[S6] ""不，我刚到，""他说。","Q: 新郎如何知道肯定是别人冒充了他的样子？
A: 他刚到。","[S6] "" no , i have just come , "" said he .","Q: how did the groom know it must have been someone else who had taken his shape ?
A: he had just come ."
EV007,high,Easy,"Full context:
[S0] the fisherman spent several days in the cave , satisfying his hunger with the green slime , which he found edible and which tasted like rice - mush .
[S1] at last he found a way out again .
[S2] he told the district mandarin what had happened to him , and the latter reported the matter to the emperor .
[S3] the emperor sent for a wise man and questioned him concerning it .

QA:
Q: what did the fisherman eat in the cave ?
A: green slime .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-dragon-princess,6,action,local,explicit,"[S0] the fisherman spent several days in the cave , satisfying his hunger with the green slime , which he found edible and which tasted like rice - mush .
[S1] at last he found a way out again .
[S2] he told the district mandarin what had happened to him , and the latter reported the matter to the emperor .
[S3] the emperor sent for a wise man and questioned him concerning it .","[S0] 渔夫在洞穴里待了几天，以绿色黏液充饥，他发现这种黏液可食用，味道像米糊。
[S1] 最终他找到出路。
[S2] 他将经历告知地方官员，后者上报皇帝。
[S3] 皇帝召来智者询问此事。",,Easy,[0],yes,,[S0] 渔夫在洞穴里待了几天，以绿色黏液充饥，他发现这种黏液可食用，味道像米糊。,"Q: 渔夫在洞穴里吃了什么？
A: 绿色黏液。","[S0] the fisherman spent several days in the cave , satisfying his hunger with the green slime , which he found edible and which tasted like rice - mush .","Q: what did the fisherman eat in the cave ?
A: green slime ."
EV008,high,Easy,"Full context:
[S0] so the men of ulster set out for emain , finchoem having the child with her .
[S1] and when they came there morann gave his judgment .
[S2] "" it is for conchubar , "" he said , "" to help the child to a good name , for he is next of kin to him . ""
[S3] "" let sencha teach him words and speaking . ""
[S4] "" let fergus hold him on his knees . ""
[S5] "" let amergin be his tutor . ""
[S6] and he said , "" this child will be praised by all , by chariot drivers and fighters , by kings and by wise men . ""
[S7] "" he shall be loved by many men . ""
[S8] "" he will avenge all your wrongs . ""
[S9] "" he will defend your fords . ""
[S10] "" he will fight all your battles . ""
[S11] and so it was settled .
[S12] and the child was left until he should come to sensible years with his mother dechtire and with her husband sualtim .
[S13] and they brought him up upon the plain of muirthemne , and the name he was known by was setanta , son of sualtim .

QA:
Q: why did morann say conchubar should raise the child ?
A: to help the child to a good name , for he was next of kin to him .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,cuchulain-of-muirthemne,7,causal relationship,local,explicit,"[S0] so the men of ulster set out for emain , finchoem having the child with her .
[S1] and when they came there morann gave his judgment .
[S2] "" it is for conchubar , "" he said , "" to help the child to a good name , for he is next of kin to him . ""
[S3] "" let sencha teach him words and speaking . ""
[S4] "" let fergus hold him on his knees . ""
[S5] "" let amergin be his tutor . ""
[S6] and he said , "" this child will be praised by all , by chariot drivers and fighters , by kings and by wise men . ""
[S7] "" he shall be loved by many men . ""
[S8] "" he will avenge all your wrongs . ""
[S9] "" he will defend your fords . ""
[S10] "" he will fight all your battles . ""
[S11] and so it was settled .
[S12] and the child was left until he should come to sensible years with his mother dechtire and with her husband sualtim .
[S13] and they brought him up upon the plain of muirthemne , and the name he was known by was setanta , son of sualtim .","[S0] 于是乌尔斯特人带着孩子前往埃曼，芬丘姆抱着孩子。
[S1] 到达后莫兰作出裁决。
[S2] ""康奇厄应当，""他说，""帮孩子取个好名字，因为他是最近的亲属。""
[S3] ""让森查教他言语。""
[S4] ""让弗格斯将他放在膝上。""
[S5] ""让阿梅金当他的导师。""
[S6] 他说：""这孩子将受到战车手、战士、国王和智者的赞美。""
[S7] ""他会得到众人爱戴。""
[S8] ""他将为你们复仇。""
[S9] ""他会守卫你们的渡口。""
[S10] ""他将为你们征战。""
[S11] 事情就此定下。
[S12] 孩子留在德克泰尔和丈夫苏阿尔蒂姆身边直到懂事。
[S13] 他们在穆尔森姆平原抚养他，人们叫他苏阿尔蒂姆之子塞坦塔。",,Easy,[2],yes,,"[S2] ""康奇厄应当，""他说，""帮孩子取个好名字，因为他是最近的亲属。""","Q: 莫兰为何说康奇厄应当抚养孩子？
A: 帮孩子取个好名字，因为他是最近的亲属。","[S2] "" it is for conchubar , "" he said , "" to help the child to a good name , for he is next of kin to him . ""","Q: why did morann say conchubar should raise the child ?
A: to help the child to a good name , for he was next of kin to him ."
EV009,high,Easy,"Full context:
[S0] she took a few steps , such as a crawling animal may take , and soon found herself on a road beside which people dwelt .
[S1] there were flower gardens as well as kitchen gardens .
[S2] and she sat down to rest by a kitchen garden .
[S3] "" what a number of different creatures there are that i never knew ! ""
[S4] "" and how beautiful and great the world is ! ""
[S5] "" but one must look round in it , and not stay in one spot . ""
[S6] and then she hopped into the kitchen garden .
[S7] "" how green it is here ! ""
[S8] "" how beautiful it is here ! ""
[S9] "" i know that , "" said the caterpillar , on the leaf , "" my leaf is the largest here . ""
[S10] "" it hides half the world from me , but i do n't care for the world . ""
[S11] "" cluck , cluck ! ""
[S12] and some fowls came .
[S13] they tripped about in the cabbage garden .
[S14] the fowl who marched at the head of them had a long sight .
[S15] she spied the caterpillar on the green leaf , and pecked at it , so that the caterpillar fell on the ground , where it twisted and writhed .

QA:
Q: what was the first animal that the little toad encounters ?
A: catepillar .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-toad,8,action,local,explicit,"[S0] she took a few steps , such as a crawling animal may take , and soon found herself on a road beside which people dwelt .
[S1] there were flower gardens as well as kitchen gardens .
[S2] and she sat down to rest by a kitchen garden .
[S3] "" what a number of different creatures there are that i never knew ! ""
[S4] "" and how beautiful and great the world is ! ""
[S5] "" but one must look round in it , and not stay in one spot . ""
[S6] and then she hopped into the kitchen garden .
[S7] "" how green it is here ! ""
[S8] "" how beautiful it is here ! ""
[S9] "" i know that , "" said the caterpillar , on the leaf , "" my leaf is the largest here . ""
[S10] "" it hides half the world from me , but i do n't care for the world . ""
[S11] "" cluck , cluck ! ""
[S12] and some fowls came .
[S13] they tripped about in the cabbage garden .
[S14] the fowl who marched at the head of them had a long sight .
[S15] she spied the caterpillar on the green leaf , and pecked at it , so that the caterpillar fell on the ground , where it twisted and writhed .","[S0] 她像爬行动物般挪了几步，很快来到有人居住的路边。
[S1] 那里有花园也有菜园。
[S2] 她在菜园旁休息。
[S3] ""有这么多我从不知道的生物！""
[S4] ""世界多么广大美丽！""
[S5] ""但必须四处看看，不能停留一处。""
[S6] 她跳进菜园。
[S7] ""这里多绿啊！""
[S8] ""多美啊！""
[S9] ""我知道，""叶子上的毛毛虫说，""我的叶子是这里最大的。""
[S10] ""它挡住我半个世界，但我不在乎。""
[S11] ""咯咯！""
[S12] 几只鸡走来。
[S13] 它们在卷心菜地里踱步。
[S14] 领头的母鸡视力很好。
[S15] 她发现绿叶上的毛毛虫，啄它落地，毛毛虫痛苦扭动。",,Easy,[0],yes,,[S0] 她像爬行动物般挪了几步，很快来到有人居住的路边。,"Q: 小蟾蜍遇到的第一个动物是什么？
A: 毛毛虫。","[S0] she took a few steps , such as a crawling animal may take , and soon found herself on a road beside which people dwelt .","Q: what was the first animal that the little toad encounters ?
A: catepillar ."
EV010,high,Easy,"Full context:
[S0] "" regret not , my father , the change you behold . ""
[S1] "" i shall be happier in my present state than i could have been as a man . ""
[S2] "" i shall always be the friend of men , and keep near their dwellings . ""
[S3] "" i shall ever be happy and contented ; and although i could not gratify your wishes as a warrior , it will be my daily aim to make you amends for it as a harbinger of peace and joy . ""
[S4] "" i will cheer you by my songs , and strive to inspire in others the joy and lightsomeness of heart i feel in my present state . ""
[S5] "" this will be some compensation to you for the loss of glory you expected . ""
[S6] "" i am now free from the cares and pains of human life . ""
[S7] "" my food is spontaneously furnished by the mountains and fields , and my pathway of life is in the bright air . ""
[S8] then stretching himself on his toes , as if delighted with the gift of wings , iadilla caroled one of his sweetest songs , and flew away into a neighboring wood .

QA:
Q: how will iadilla compensate his father's loss of glory ?
A: iadilla will cheer his father by his songs , and strive to inspire in others the joy and lightsomeness of heart he feels in his present state .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-origin-of-the-robin,9,action,local,explicit,"[S0] "" regret not , my father , the change you behold . ""
[S1] "" i shall be happier in my present state than i could have been as a man . ""
[S2] "" i shall always be the friend of men , and keep near their dwellings . ""
[S3] "" i shall ever be happy and contented ; and although i could not gratify your wishes as a warrior , it will be my daily aim to make you amends for it as a harbinger of peace and joy . ""
[S4] "" i will cheer you by my songs , and strive to inspire in others the joy and lightsomeness of heart i feel in my present state . ""
[S5] "" this will be some compensation to you for the loss of glory you expected . ""
[S6] "" i am now free from the cares and pains of human life . ""
[S7] "" my food is spontaneously furnished by the mountains and fields , and my pathway of life is in the bright air . ""
[S8] then stretching himself on his toes , as if delighted with the gift of wings , iadilla caroled one of his sweetest songs , and flew away into a neighboring wood .","[S0] ""父亲，请别为我的变化遗憾。""
[S1] ""现在的我会比作为人类更幸福。""
[S2] ""我将永远是人类的朋友，栖息在人类居所附近。""
[S3] ""我将永远快乐满足；虽然未能成为您期望的战士，但作为和平与欢乐的使者，我会每日补偿您。""
[S4] ""我会用歌声让您快乐，并努力向他人传递我此刻心中的欢愉与轻盈。""
[S5] ""这能稍许弥补您失去的荣耀。""
[S6] ""我现在摆脱了人生的烦恼与痛苦。""
[S7] ""山野为我提供食物，光明大道是我的生命轨迹。""
[S8] 伊阿迪拉踮起脚尖，仿佛为拥有翅膀而欣喜，唱起最甜美的歌飞向附近树林。",,Easy,[4],yes,,"[S4] ""我会用歌声让您快乐，并努力向他人传递我此刻心中的欢愉与轻盈。""","Q: 伊阿迪拉如何弥补父亲失去的荣耀？
A: 伊阿迪拉会用歌声让父亲快乐，并努力向他人传递他此刻心中的欢愉与轻盈。","[S4] "" i will cheer you by my songs , and strive to inspire in others the joy and lightsomeness of heart i feel in my present state . ""","Q: how will iadilla compensate his father's loss of glory ?
A: iadilla will cheer his father by his songs , and strive to inspire in others the joy and lightsomeness of heart he feels in his present state ."
