sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,full_context_zh,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context_zh,qa_zh,evidence_context,qa
EV493,repair,Easy,"Full context:
[S0] he thought he would ponder deeply how he could employ that to the best advantage .
[S1] it happened that while he was doing so , one evening , as owasso and his wife were sitting on the banks of the lake , and the soft breeze swept over it , they heard a song , as if sung by some one at a great distance .
[S2] the sound continued for some time , and then died away in perfect stillness .
[S3] "" oh , it is the voice of sheem , "" cried owasso .
[S4] "" it is the voice of my brother ! ""
[S5] "" if i could but only see him ! ""
[S6] and he hung down his head in deep anguish .
[S7] his wife witnessed his distress , and to comfort him she proposed that they should attempt to make their escape , and carry him succor on the morrow .
[S8] when the morning came , and the sun shone warmly into the lodge , the wife of owasso offered to comb her father 's hair , with the hope that it would soothe him to sleep .
[S9] it had that effect .
[S10] they no sooner saw him in deep slumber than they seized the magic canoe , owasso uttered the charmed words , "" chemaun poll ! ""
[S11] and they glided away upon the water without need of oar or sail .

QA:
Q: why did owasso's wife propose they should attempt to make their escape ?
A: to make owasso happy .",[7],,,,,,1,yes,no,"The evidence sentence mentions the wife proposing to make their escape to comfort Owasso, but it does not explicitly state that the goal was to make Owasso happy, leaving the motivation ambiguous.",sheem-the-forsaken-boy,492,causal relationship,local,implicit,"[S0] he thought he would ponder deeply how he could employ that to the best advantage .
[S1] it happened that while he was doing so , one evening , as owasso and his wife were sitting on the banks of the lake , and the soft breeze swept over it , they heard a song , as if sung by some one at a great distance .
[S2] the sound continued for some time , and then died away in perfect stillness .
[S3] "" oh , it is the voice of sheem , "" cried owasso .
[S4] "" it is the voice of my brother ! ""
[S5] "" if i could but only see him ! ""
[S6] and he hung down his head in deep anguish .
[S7] his wife witnessed his distress , and to comfort him she proposed that they should attempt to make their escape , and carry him succor on the morrow .
[S8] when the morning came , and the sun shone warmly into the lodge , the wife of owasso offered to comb her father 's hair , with the hope that it would soothe him to sleep .
[S9] it had that effect .
[S10] they no sooner saw him in deep slumber than they seized the magic canoe , owasso uttered the charmed words , "" chemaun poll ! ""
[S11] and they glided away upon the water without need of oar or sail .",,,Easy,[7],yes,"S7 directly states that Owasso's wife proposed the escape to comfort him, which aligns with the target answer of making him happy.",,,"[S7] his wife witnessed his distress , and to comfort him she proposed that they should attempt to make their escape , and carry him succor on the morrow .","Q: why did owasso's wife propose they should attempt to make their escape ?
A: to make owasso happy ."
EV494,repair,Hard,"Full context:
[S0] sometimes he was enforced to pass the night in the clefts of old trees or caverns , and to break his fast with the refuse meals of the savage wolves .
[S1] these at last became his only resource , and he grew to be so little fearful of these animals that he would sit by them while they devoured their meat , and patiently await his share .
[S2] after a while , the wolves took to little sheem very kindly , and seeming to understand his outcast condition , they would always leave something for him to eat .
[S3] by and by they began to talk with him , and to inquire into his history .
[S4] when he told them that he had been forsaken by his brother and his sister , the wolves turned about to each other , lifted up their eyes to heaven , and wondered among themselves , with raised paws , that such a thing should have been .
[S5] in this way , sheem lived on till the spring , and as soon as the lake was free from ice , he followed his new friends to the shore .

QA:
Q: how did sheem grow to be so little fearful of the animals ?
A: got lost in the forest .","[0, 1]",,,,,,2,no,no,"The evidence sentences do not mention how Sheem grew to be so little fearful of the animals, only that he did.",sheem-the-forsaken-boy,493,action,local,implicit,"[S0] sometimes he was enforced to pass the night in the clefts of old trees or caverns , and to break his fast with the refuse meals of the savage wolves .
[S1] these at last became his only resource , and he grew to be so little fearful of these animals that he would sit by them while they devoured their meat , and patiently await his share .
[S2] after a while , the wolves took to little sheem very kindly , and seeming to understand his outcast condition , they would always leave something for him to eat .
[S3] by and by they began to talk with him , and to inquire into his history .
[S4] when he told them that he had been forsaken by his brother and his sister , the wolves turned about to each other , lifted up their eyes to heaven , and wondered among themselves , with raised paws , that such a thing should have been .
[S5] in this way , sheem lived on till the spring , and as soon as the lake was free from ice , he followed his new friends to the shore .",,,Hard,"[0, 1]",no,"S0 implies Sheem's hardship in the forest, and S1 directly states he grew less fearful of the animals. The answer is a paraphrase of the situation described.",,,"[S0] sometimes he was enforced to pass the night in the clefts of old trees or caverns , and to break his fast with the refuse meals of the savage wolves .
[S1] these at last became his only resource , and he grew to be so little fearful of these animals that he would sit by them while they devoured their meat , and patiently await his share .","Q: how did sheem grow to be so little fearful of the animals ?
A: got lost in the forest ."
EV495,repair,Medium,"Full context:
[S0] sometimes he was enforced to pass the night in the clefts of old trees or caverns , and to break his fast with the refuse meals of the savage wolves .
[S1] these at last became his only resource , and he grew to be so little fearful of these animals that he would sit by them while they devoured their meat , and patiently await his share .
[S2] after a while , the wolves took to little sheem very kindly , and seeming to understand his outcast condition , they would always leave something for him to eat .
[S3] by and by they began to talk with him , and to inquire into his history .
[S4] when he told them that he had been forsaken by his brother and his sister , the wolves turned about to each other , lifted up their eyes to heaven , and wondered among themselves , with raised paws , that such a thing should have been .
[S5] in this way , sheem lived on till the spring , and as soon as the lake was free from ice , he followed his new friends to the shore .
[S6] it happened on the same day , that his elder brother , owasso , was fishing in his magic canoe , a considerable distance out upon the lake .
[S7] he thought he heard the cries of a child upon the shore .
[S8] he wondered how any human creature could exist on so bleak and barren a coast .
[S9] he listened again with all attention , and he heard the cry distinctly repeated .
[S10] this time it was the well - known cry of his younger brother that reached his ear .
[S11] he knew too well the secret of his song , as he heard him chaunting mournfully : "" my brother ! ""
[S12] "" my brother ! ""
[S13] "" since you left me going in the canoe , a - hee - ee , i am half changed into a wolf , e - wee . ""
[S14] "" i am half changed into a wolf , e - wee . ""
[S15] owasso made for the shore , and as he approached the lament was repeated .
[S16] the sounds were very distinct , and the voice of wailing was very sorrowful for owasso to listen to .
[S17] it touched him the more that it died away at the close , into a long - drawn howl , like that of the wolf .

QA:
Q: why did sheem's wail touch owasso ?
A: it was not human - like .",[17],,,,,,1,no,no,"S17 describes the wail as touching Owasso, but it does not explicitly state that the wail was not human-like as the reason for its emotional impact.",sheem-the-forsaken-boy,494,causal relationship,summary,implicit,"[S0] sometimes he was enforced to pass the night in the clefts of old trees or caverns , and to break his fast with the refuse meals of the savage wolves .
[S1] these at last became his only resource , and he grew to be so little fearful of these animals that he would sit by them while they devoured their meat , and patiently await his share .
[S2] after a while , the wolves took to little sheem very kindly , and seeming to understand his outcast condition , they would always leave something for him to eat .
[S3] by and by they began to talk with him , and to inquire into his history .
[S4] when he told them that he had been forsaken by his brother and his sister , the wolves turned about to each other , lifted up their eyes to heaven , and wondered among themselves , with raised paws , that such a thing should have been .
[S5] in this way , sheem lived on till the spring , and as soon as the lake was free from ice , he followed his new friends to the shore .
[S6] it happened on the same day , that his elder brother , owasso , was fishing in his magic canoe , a considerable distance out upon the lake .
[S7] he thought he heard the cries of a child upon the shore .
[S8] he wondered how any human creature could exist on so bleak and barren a coast .
[S9] he listened again with all attention , and he heard the cry distinctly repeated .
[S10] this time it was the well - known cry of his younger brother that reached his ear .
[S11] he knew too well the secret of his song , as he heard him chaunting mournfully : "" my brother ! ""
[S12] "" my brother ! ""
[S13] "" since you left me going in the canoe , a - hee - ee , i am half changed into a wolf , e - wee . ""
[S14] "" i am half changed into a wolf , e - wee . ""
[S15] owasso made for the shore , and as he approached the lament was repeated .
[S16] the sounds were very distinct , and the voice of wailing was very sorrowful for owasso to listen to .
[S17] it touched him the more that it died away at the close , into a long - drawn howl , like that of the wolf .",,,Medium,[17],no,"The answer is inferred from S17 (describing the wail's non-human quality) and S30 (explicitly stating the wail's sorrowful, wolf-like nature). The connection between the wail's unnatural sound and its emotional impact on Owasso requires synthesis.",,,"[S17] it touched him the more that it died away at the close , into a long - drawn howl , like that of the wolf .","Q: why did sheem's wail touch owasso ?
A: it was not human - like ."
EV496,repair,Hard,"Full context:
[S0] he cast his eyes upon his wife , and continued : "" for you , my partner in life , i have less sorrow , because i am persuaded you will not remain long behind me . ""
[S1] "" but you , my children ! ""
[S2] "" my poor and forsaken children , who have just begun the career of life , who will shelter you from calamity ? ""
[S3] "" listen to my words . ""
[S4] "" unkindness , ingratitude , and every wickedness , are in the scene before you . ""
[S5] "" it was for this that years ago i withdrew from my kindred and my tribe to spend my days in this lonely spot . ""
[S6] "" i have contented myself with the company of your mother and yourselves , during seasons of very frequent scarcity and want . ""
[S7] "" your kindred , feasting in plenty , have caused the forests to echo with the shouts of successful war . ""
[S8] "" i gave up these things for the enjoyment of peace . ""
[S9] "" i wished to hide you away from the bad examples which would have spoiled your innocence . ""
[S10] "" i have seen you , thus far , grow up in purity of heart . ""
[S11] "" if we have sometimes suffered bodily want , we have escaped pain of mind . ""
[S12] "" we have not been compelled to look on or to take a part with the red hand in scenes of rioting and bloodshed . ""
[S13] "" my path now stops . ""
[S14] "" i have arrived at the brink of the world . ""
[S15] "" i will shut my eyes in peace if you , my children , will promise me to cherish each other . ""
[S16] "" let not your mother suffer during the few days that are left to her . ""
[S17] "" i charge you , on no account , to forsake your younger brother . ""
[S18] "" of him i give you both my dying command to have a tender care . ""
[S19] it happened on the same day , that his elder brother , owasso , was fishing in his magic canoe , a considerable distance out upon the lake .
[S20] he thought he heard the cries of a child upon the shore .
[S21] he wondered how any human creature could exist on so bleak and barren a coast .
[S22] he listened again with all attention , and he heard the cry distinctly repeated .
[S23] this time it was the well - known cry of his younger brother that reached his ear .
[S24] he knew too well the secret of his song , as he heard him chaunting mournfully : "" my brother ! ""
[S25] "" my brother ! ""
[S26] "" since you left me going in the canoe , a - hee - ee , i am half changed into a wolf , e - wee . ""
[S27] "" i am half changed into a wolf , e - wee . ""
[S28] owasso made for the shore , and as he approached the lament was repeated .
[S29] the sounds were very distinct , and the voice of wailing was very sorrowful for owasso to listen to .
[S30] it touched him the more that it died away at the close , into a long - drawn howl , like that of the wolf .

QA:
Q: how will the father feel knowing that his son and daughter have forsaken the young boy ?
A: ashamed .","[17, 18]",,,,,,2,no,no,The evidence sentences do not provide information about the father's feelings regarding his son and daughter forsaking the young boy.,sheem-the-forsaken-boy,495,prediction,summary,implicit,"[S0] he cast his eyes upon his wife , and continued : "" for you , my partner in life , i have less sorrow , because i am persuaded you will not remain long behind me . ""
[S1] "" but you , my children ! ""
[S2] "" my poor and forsaken children , who have just begun the career of life , who will shelter you from calamity ? ""
[S3] "" listen to my words . ""
[S4] "" unkindness , ingratitude , and every wickedness , are in the scene before you . ""
[S5] "" it was for this that years ago i withdrew from my kindred and my tribe to spend my days in this lonely spot . ""
[S6] "" i have contented myself with the company of your mother and yourselves , during seasons of very frequent scarcity and want . ""
[S7] "" your kindred , feasting in plenty , have caused the forests to echo with the shouts of successful war . ""
[S8] "" i gave up these things for the enjoyment of peace . ""
[S9] "" i wished to hide you away from the bad examples which would have spoiled your innocence . ""
[S10] "" i have seen you , thus far , grow up in purity of heart . ""
[S11] "" if we have sometimes suffered bodily want , we have escaped pain of mind . ""
[S12] "" we have not been compelled to look on or to take a part with the red hand in scenes of rioting and bloodshed . ""
[S13] "" my path now stops . ""
[S14] "" i have arrived at the brink of the world . ""
[S15] "" i will shut my eyes in peace if you , my children , will promise me to cherish each other . ""
[S16] "" let not your mother suffer during the few days that are left to her . ""
[S17] "" i charge you , on no account , to forsake your younger brother . ""
[S18] "" of him i give you both my dying command to have a tender care . ""
[S19] it happened on the same day , that his elder brother , owasso , was fishing in his magic canoe , a considerable distance out upon the lake .
[S20] he thought he heard the cries of a child upon the shore .
[S21] he wondered how any human creature could exist on so bleak and barren a coast .
[S22] he listened again with all attention , and he heard the cry distinctly repeated .
[S23] this time it was the well - known cry of his younger brother that reached his ear .
[S24] he knew too well the secret of his song , as he heard him chaunting mournfully : "" my brother ! ""
[S25] "" my brother ! ""
[S26] "" since you left me going in the canoe , a - hee - ee , i am half changed into a wolf , e - wee . ""
[S27] "" i am half changed into a wolf , e - wee . ""
[S28] owasso made for the shore , and as he approached the lament was repeated .
[S29] the sounds were very distinct , and the voice of wailing was very sorrowful for owasso to listen to .
[S30] it touched him the more that it died away at the close , into a long - drawn howl , like that of the wolf .",,,Hard,"[17, 18]",no,"The father's emphasis on not forsaking the younger brother (S17, S18) implies shame if they do. The answer requires inferring the father's hypothetical emotional response from his explicit instructions.",,,"[S17] "" i charge you , on no account , to forsake your younger brother . ""
[S18] "" of him i give you both my dying command to have a tender care . ""","Q: how will the father feel knowing that his son and daughter have forsaken the young boy ?
A: ashamed ."
EV497,high,Hard,"Full context:
[S0] an old man was sitting alone in his lodge by the side of a frozen stream .
[S1] it was the close of winter , and his fire was almost out .
[S2] he appeared very old and very desolate .
[S3] his locks were white with age , and he trembled in every joint .
[S4] day after day passed in solitude , and he heard nothing but the sounds of the tempest , sweeping before it the new - fallen snow .
[S5] one day as his fire was just dying , a handsome young man approached and entered his dwelling .
[S6] his cheeks were red with the blood of youth ; his eyes sparkled with life , and a smile played upon his lips .
[S7] he walked with a light and quick step .
[S8] his forehead was bound with a wreath of sweet grass , in place of the warrior 's frontlet , and he carried a bunch of flowers in his hand .
[S9] "" ah ! my son , "" said the old man , "" i am happy to see you . ""
[S10] "" come in . ""
[S11] "" come , tell me of your adventures , and what strange lands you have been to see . ""
[S12] "" let us pass the night together . ""
[S13] "" i will tell you of my prowess and exploits , and what i can perform . ""
[S14] "" you shall do the same , and we will amuse ourselves . ""

QA:
Q: how will the old man feel sitting alone in the lodge ?
A: isolated .","[2, 4]",,,,,,2,no,yes,S2 and S4 together imply the old man's desolate and isolated state through his appearance and the description of his solitude amidst the tempest.,the-winter-spirit-and-his-visitor,496,prediction,local,implicit,"[S0] an old man was sitting alone in his lodge by the side of a frozen stream .
[S1] it was the close of winter , and his fire was almost out .
[S2] he appeared very old and very desolate .
[S3] his locks were white with age , and he trembled in every joint .
[S4] day after day passed in solitude , and he heard nothing but the sounds of the tempest , sweeping before it the new - fallen snow .
[S5] one day as his fire was just dying , a handsome young man approached and entered his dwelling .
[S6] his cheeks were red with the blood of youth ; his eyes sparkled with life , and a smile played upon his lips .
[S7] he walked with a light and quick step .
[S8] his forehead was bound with a wreath of sweet grass , in place of the warrior 's frontlet , and he carried a bunch of flowers in his hand .
[S9] "" ah ! my son , "" said the old man , "" i am happy to see you . ""
[S10] "" come in . ""
[S11] "" come , tell me of your adventures , and what strange lands you have been to see . ""
[S12] "" let us pass the night together . ""
[S13] "" i will tell you of my prowess and exploits , and what i can perform . ""
[S14] "" you shall do the same , and we will amuse ourselves . """,,,Hard,"[2, 4]",no,"S2 and S4 directly describe the old man's desolation and solitude, supporting the simple inference of isolation.",,,"[S2] he appeared very old and very desolate .
[S4] day after day passed in solitude , and he heard nothing but the sounds of the tempest , sweeping before it the new - fallen snow .","Q: how will the old man feel sitting alone in the lodge ?
A: isolated ."
EV498,repair,Hard,"Full context:
[S0] an old man was sitting alone in his lodge by the side of a frozen stream .
[S1] it was the close of winter , and his fire was almost out .
[S2] he appeared very old and very desolate .
[S3] his locks were white with age , and he trembled in every joint .
[S4] day after day passed in solitude , and he heard nothing but the sounds of the tempest , sweeping before it the new - fallen snow .
[S5] one day as his fire was just dying , a handsome young man approached and entered his dwelling .
[S6] his cheeks were red with the blood of youth ; his eyes sparkled with life , and a smile played upon his lips .
[S7] he walked with a light and quick step .
[S8] his forehead was bound with a wreath of sweet grass , in place of the warrior 's frontlet , and he carried a bunch of flowers in his hand .
[S9] "" ah ! my son , "" said the old man , "" i am happy to see you . ""
[S10] "" come in . ""
[S11] "" come , tell me of your adventures , and what strange lands you have been to see . ""
[S12] "" let us pass the night together . ""
[S13] "" i will tell you of my prowess and exploits , and what i can perform . ""
[S14] "" you shall do the same , and we will amuse ourselves . ""

QA:
Q: why was the old man happy when the young man entered his dwelling ?
A: the old man was no longer alone .","[4, 9]",,,,,,2,no,no,The context does not provide information about the old man's emotional state prior to the young man's arrival or explicitly state that the old man was happy because he was no longer alone.,the-winter-spirit-and-his-visitor,497,causal relationship,local,implicit,"[S0] an old man was sitting alone in his lodge by the side of a frozen stream .
[S1] it was the close of winter , and his fire was almost out .
[S2] he appeared very old and very desolate .
[S3] his locks were white with age , and he trembled in every joint .
[S4] day after day passed in solitude , and he heard nothing but the sounds of the tempest , sweeping before it the new - fallen snow .
[S5] one day as his fire was just dying , a handsome young man approached and entered his dwelling .
[S6] his cheeks were red with the blood of youth ; his eyes sparkled with life , and a smile played upon his lips .
[S7] he walked with a light and quick step .
[S8] his forehead was bound with a wreath of sweet grass , in place of the warrior 's frontlet , and he carried a bunch of flowers in his hand .
[S9] "" ah ! my son , "" said the old man , "" i am happy to see you . ""
[S10] "" come in . ""
[S11] "" come , tell me of your adventures , and what strange lands you have been to see . ""
[S12] "" let us pass the night together . ""
[S13] "" i will tell you of my prowess and exploits , and what i can perform . ""
[S14] "" you shall do the same , and we will amuse ourselves . """,,,Hard,"[4, 9]",no,"S4 establishes the old man's prior solitude, and S9 directly states his happiness upon the young man's arrival, implying the end of isolation.",,,"[S4] day after day passed in solitude , and he heard nothing but the sounds of the tempest , sweeping before it the new - fallen snow .
[S9] "" ah ! my son , "" said the old man , "" i am happy to see you . ""","Q: why was the old man happy when the young man entered his dwelling ?
A: the old man was no longer alone ."
EV499,high,Hard,"Full context:
[S0] an old man was sitting alone in his lodge by the side of a frozen stream .
[S1] it was the close of winter , and his fire was almost out .
[S2] he appeared very old and very desolate .
[S3] his locks were white with age , and he trembled in every joint .
[S4] day after day passed in solitude , and he heard nothing but the sounds of the tempest , sweeping before it the new - fallen snow .
[S5] one day as his fire was just dying , a handsome young man approached and entered his dwelling .
[S6] his cheeks were red with the blood of youth ; his eyes sparkled with life , and a smile played upon his lips .
[S7] he walked with a light and quick step .
[S8] his forehead was bound with a wreath of sweet grass , in place of the warrior 's frontlet , and he carried a bunch of flowers in his hand .
[S9] "" ah ! my son , "" said the old man , "" i am happy to see you . ""
[S10] "" come in . ""
[S11] "" come , tell me of your adventures , and what strange lands you have been to see . ""
[S12] "" let us pass the night together . ""
[S13] "" i will tell you of my prowess and exploits , and what i can perform . ""
[S14] "" you shall do the same , and we will amuse ourselves . ""
[S15] he then drew from his sack a curiously - wrought antique pipe , and having filled it with tobacco , rendered mild by an admixture of certain dried leaves , he handed it to his guest .
[S16] when this ceremony was attended to , they began to speak .
[S17] "" i blow my breath , "" said the old man , "" and the streams stand still . ""
[S18] "" the water becomes stiff and hard as clear stone . ""
[S19] "" i breathe , "" said the young man , "" and flowers spring up all over the plains . ""
[S20] "" i shake my locks , "" retorted the old man , "" and snow covers the land . ""
[S21] "" the leaves fall from the trees at my command , and my breath blows them away . ""
[S22] "" the birds rise from the water and fly to a distant land . ""
[S23] "" the animals hide themselves from the glance of my eye , and the very ground where i walk becomes as hard as flint . ""
[S24] "" i shake my ringlets , "" rejoined the young man , "" and warm showers of soft rain fall upon the earth . ""
[S25] "" the plants lift up their heads out of the ground like the eyes of children glistening with delight . ""
[S26] "" my voice recalls the birds . ""
[S27] "" the warmth of my breath unlocks the streams . ""
[S28] "" music fills the groves wherever i walk , and all nature welcomes my approach . ""

QA:
Q: how did the men pass the night together ?
A: they talked about nature .","[16, 17, 19, 24, 26, 27]",,,,,,6,no,yes,"The men's dialogue in S17, S19, S24, S26, and S27 implies they were discussing natural phenomena, which supports the simple inference that they talked about nature.",the-winter-spirit-and-his-visitor,498,action,summary,implicit,"[S0] an old man was sitting alone in his lodge by the side of a frozen stream .
[S1] it was the close of winter , and his fire was almost out .
[S2] he appeared very old and very desolate .
[S3] his locks were white with age , and he trembled in every joint .
[S4] day after day passed in solitude , and he heard nothing but the sounds of the tempest , sweeping before it the new - fallen snow .
[S5] one day as his fire was just dying , a handsome young man approached and entered his dwelling .
[S6] his cheeks were red with the blood of youth ; his eyes sparkled with life , and a smile played upon his lips .
[S7] he walked with a light and quick step .
[S8] his forehead was bound with a wreath of sweet grass , in place of the warrior 's frontlet , and he carried a bunch of flowers in his hand .
[S9] "" ah ! my son , "" said the old man , "" i am happy to see you . ""
[S10] "" come in . ""
[S11] "" come , tell me of your adventures , and what strange lands you have been to see . ""
[S12] "" let us pass the night together . ""
[S13] "" i will tell you of my prowess and exploits , and what i can perform . ""
[S14] "" you shall do the same , and we will amuse ourselves . ""
[S15] he then drew from his sack a curiously - wrought antique pipe , and having filled it with tobacco , rendered mild by an admixture of certain dried leaves , he handed it to his guest .
[S16] when this ceremony was attended to , they began to speak .
[S17] "" i blow my breath , "" said the old man , "" and the streams stand still . ""
[S18] "" the water becomes stiff and hard as clear stone . ""
[S19] "" i breathe , "" said the young man , "" and flowers spring up all over the plains . ""
[S20] "" i shake my locks , "" retorted the old man , "" and snow covers the land . ""
[S21] "" the leaves fall from the trees at my command , and my breath blows them away . ""
[S22] "" the birds rise from the water and fly to a distant land . ""
[S23] "" the animals hide themselves from the glance of my eye , and the very ground where i walk becomes as hard as flint . ""
[S24] "" i shake my ringlets , "" rejoined the young man , "" and warm showers of soft rain fall upon the earth . ""
[S25] "" the plants lift up their heads out of the ground like the eyes of children glistening with delight . ""
[S26] "" my voice recalls the birds . ""
[S27] "" the warmth of my breath unlocks the streams . ""
[S28] "" music fills the groves wherever i walk , and all nature welcomes my approach . """,,,Hard,"[16, 17, 19, 24, 26, 27]",no,"S16 initiates their conversation, and S17, 19, 24, 26, 27 explicitly describe their discussion of natural phenomena, directly supporting the synthesis.",,,"[S16] when this ceremony was attended to , they began to speak .
[S17] "" i blow my breath , "" said the old man , "" and the streams stand still . ""
[S19] "" i breathe , "" said the young man , "" and flowers spring up all over the plains . ""
[S24] "" i shake my ringlets , "" rejoined the young man , "" and warm showers of soft rain fall upon the earth . ""
[S26] "" my voice recalls the birds . ""
[S27] "" the warmth of my breath unlocks the streams . ""","Q: how did the men pass the night together ?
A: they talked about nature ."
EV500,repair,Hard,"Full context:
[S0] at length the sun begun to rise .
[S1] a gentle warmth came over the place .
[S2] the tongue of the old man became silent .
[S3] the robin and the blue - bird began to sing on the top of the lodge .
[S4] the stream began to murmur by the door , and the fragrance of growing herbs and flowers came softly on the vernal breeze .
[S5] daylight fully revealed to the young man the character of his entertainer .
[S6] when he looked upon him he had the visage of peboan , the icy old winter - spirit .
[S7] streams began to flow from his eyes .
[S8] as the sun increased he grew less and less in stature , and presently he had melted completely away .
[S9] nothing remained on the place of his lodge - fire but the mis - kodeed , a small white flower with a pink border , which the young visitor , seegwun , the spirit of spring , placed in the wreath upon his brow , as his first trophy in the north .

QA:
Q: why did the young man begin to cry ?
A: his entertainer melted away .","[7, 8]",,,,,,2,no,no,The evidence sentences describe the young man's emotional and physical transformation but do not provide a reason for his crying or link it to an 'entertainer'.,the-winter-spirit-and-his-visitor,499,causal relationship,local,implicit,"[S0] at length the sun begun to rise .
[S1] a gentle warmth came over the place .
[S2] the tongue of the old man became silent .
[S3] the robin and the blue - bird began to sing on the top of the lodge .
[S4] the stream began to murmur by the door , and the fragrance of growing herbs and flowers came softly on the vernal breeze .
[S5] daylight fully revealed to the young man the character of his entertainer .
[S6] when he looked upon him he had the visage of peboan , the icy old winter - spirit .
[S7] streams began to flow from his eyes .
[S8] as the sun increased he grew less and less in stature , and presently he had melted completely away .
[S9] nothing remained on the place of his lodge - fire but the mis - kodeed , a small white flower with a pink border , which the young visitor , seegwun , the spirit of spring , placed in the wreath upon his brow , as his first trophy in the north .",,,Hard,"[7, 8]",no,"S7 describes the young man crying, and S8 explains the old man melted away, linking the cause and effect.",,,"[S7] streams began to flow from his eyes .
[S8] as the sun increased he grew less and less in stature , and presently he had melted completely away .","Q: why did the young man begin to cry ?
A: his entertainer melted away ."
EV501,high,Easy,"Full context:
[S0] at length the sun begun to rise .
[S1] a gentle warmth came over the place .
[S2] the tongue of the old man became silent .
[S3] the robin and the blue - bird began to sing on the top of the lodge .
[S4] the stream began to murmur by the door , and the fragrance of growing herbs and flowers came softly on the vernal breeze .
[S5] daylight fully revealed to the young man the character of his entertainer .
[S6] when he looked upon him he had the visage of peboan , the icy old winter - spirit .
[S7] streams began to flow from his eyes .
[S8] as the sun increased he grew less and less in stature , and presently he had melted completely away .
[S9] nothing remained on the place of his lodge - fire but the mis - kodeed , a small white flower with a pink border , which the young visitor , seegwun , the spirit of spring , placed in the wreath upon his brow , as his first trophy in the north .

QA:
Q: why was nothing remaining on the place of the old man's lodge-fire ?
A: the old man melted .",[8],,,,,,1,yes,yes,"S8 directly states that the old man melted completely away, which explains why nothing remained at the lodge-fire.",the-winter-spirit-and-his-visitor,500,causal relationship,local,implicit,"[S0] at length the sun begun to rise .
[S1] a gentle warmth came over the place .
[S2] the tongue of the old man became silent .
[S3] the robin and the blue - bird began to sing on the top of the lodge .
[S4] the stream began to murmur by the door , and the fragrance of growing herbs and flowers came softly on the vernal breeze .
[S5] daylight fully revealed to the young man the character of his entertainer .
[S6] when he looked upon him he had the visage of peboan , the icy old winter - spirit .
[S7] streams began to flow from his eyes .
[S8] as the sun increased he grew less and less in stature , and presently he had melted completely away .
[S9] nothing remained on the place of his lodge - fire but the mis - kodeed , a small white flower with a pink border , which the young visitor , seegwun , the spirit of spring , placed in the wreath upon his brow , as his first trophy in the north .",,,Easy,[8],yes,"S8 directly states the old man melted completely, which explains the absence at the lodge-fire.",,,"[S8] as the sun increased he grew less and less in stature , and presently he had melted completely away .","Q: why was nothing remaining on the place of the old man's lodge-fire ?
A: the old man melted ."
EV502,high,Easy,"Full context:
[S0] at length the sun begun to rise .
[S1] a gentle warmth came over the place .
[S2] the tongue of the old man became silent .
[S3] the robin and the blue - bird began to sing on the top of the lodge .
[S4] the stream began to murmur by the door , and the fragrance of growing herbs and flowers came softly on the vernal breeze .
[S5] daylight fully revealed to the young man the character of his entertainer .
[S6] when he looked upon him he had the visage of peboan , the icy old winter - spirit .
[S7] streams began to flow from his eyes .
[S8] as the sun increased he grew less and less in stature , and presently he had melted completely away .
[S9] nothing remained on the place of his lodge - fire but the mis - kodeed , a small white flower with a pink border , which the young visitor , seegwun , the spirit of spring , placed in the wreath upon his brow , as his first trophy in the north .

QA:
Q: why did the young man place the wreath upon his brow ?
A: as his first trophy in the north .",[9],,,,,,1,yes,yes,S9 directly states that Seegwun placed the flower in the wreath upon his brow as his first trophy in the north.,the-winter-spirit-and-his-visitor,501,causal relationship,local,implicit,"[S0] at length the sun begun to rise .
[S1] a gentle warmth came over the place .
[S2] the tongue of the old man became silent .
[S3] the robin and the blue - bird began to sing on the top of the lodge .
[S4] the stream began to murmur by the door , and the fragrance of growing herbs and flowers came softly on the vernal breeze .
[S5] daylight fully revealed to the young man the character of his entertainer .
[S6] when he looked upon him he had the visage of peboan , the icy old winter - spirit .
[S7] streams began to flow from his eyes .
[S8] as the sun increased he grew less and less in stature , and presently he had melted completely away .
[S9] nothing remained on the place of his lodge - fire but the mis - kodeed , a small white flower with a pink border , which the young visitor , seegwun , the spirit of spring , placed in the wreath upon his brow , as his first trophy in the north .",,,Easy,[9],yes,S9 explicitly states the wreath was placed as his first trophy in the north.,,,"[S9] nothing remained on the place of his lodge - fire but the mis - kodeed , a small white flower with a pink border , which the young visitor , seegwun , the spirit of spring , placed in the wreath upon his brow , as his first trophy in the north .","Q: why did the young man place the wreath upon his brow ?
A: as his first trophy in the north ."
